,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
41750,41750,41750,41750,41750,42165,1973,1431456955315507201,1431456955315507201,1630120907000.0,2021-08-27 23:21:47,-400,,#TheCoversMega escuchando la imitación de Sergio dalma..  https://t.co/tGMSS8nO8D,es,['thecoversmega'],[],1043008666805260288,1043008666805260288,GregoryVerdejo,Alex gregory Salvatierra verdejo,5,23,https://twitter.com/GregoryVerdejo/status/1431456955315507201,[],['https://pbs.twimg.com/tweet_video_thumb/E92OggnXMAMroKW.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92OggnXMAMroKW.jpg,False,4,0,0,,.gif,,,,,,,[],,,,,TheCoversMega escuchando la imitación de Sergio dalma..,False,7
11550,11550,11550,11550,11550,11679,1629,1431231176711159810,1431231176711159810,1630067078000.0,2021-08-27 08:24:38,-400,,"보자…. 비가 안 그치니까, 자. 하나 골라봐요. 하얀색 레이스가 달린 핑크색 아동용 우산, 구멍이 한 다섯 개 쯤 뚫인 무난한 검정색 우산. 아, 빨리이. 여기서 밤 샐 거야? 텐트 쳐 줘요?  https://t.co/mJHDFode7V",ko,[],[],1418478420711800841,1418478420711800841,4mb1gu1ty,이동식,5,8,https://twitter.com/4mb1gu1ty/status/1431231176711159810,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBJBMVkAUhczz.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBJBMVkAUhczz.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"보자…. 비가 안 그치니까, 자. 하나 골라봐요. 하얀색 레이스가 달린 핑크색 아동용 우산, 구멍이 한 다섯 개 쯤 뚫인 무난한 검정색 우산. 아, 빨리이. 여기서 밤 샐 거야? 텐트 쳐 줘요?",False,31
48606,48606,48606,48606,48606,49101,882,1431516565522944002,1430993872528740357,1630135120000.0,2021-08-28 03:18:40,-400,,@supermario08258 @_marcloc  https://t.co/dHPzDtsVuD,und,[],[],37758911,37758911,seannetragni,S.,6,3,https://twitter.com/seannetragni/status/1431516565522944002,[],['https://pbs.twimg.com/tweet_video_thumb/E93EuQtVgAU4q7U.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93EuQtVgAU4q7U.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'supermario08258', 'name': 'Mario Esco', 'id': '2335461534'}]",,,,,,True,0
2070,2070,2070,2070,2070,2092,74,1431097941612171264,1431097941612171264,1630035312000.0,2021-08-26 23:35:12,-400,, https://t.co/GKEXAQpN81,und,[],[],1236049864426954753,1236049864426954753,YukineeGay,🦋BananaSplity🦋,4,23,https://twitter.com/YukineeGay/status/1431097941612171264,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH_SLX0AAqE_5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH_SLX0AAqE_5.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
47070,47070,47070,47070,47070,47545,1327,1431499154140762115,1431047864721969152,1630130968000.0,2021-08-28 02:09:28,-400,,@BaucKristo @lissie9824  https://t.co/THStoGvBw3,und,[],[],1366890665712345088,1366890665712345088,Nick70540158,Lead Poisoning,6,2,https://twitter.com/Nick70540158/status/1431499154140762115,[],['https://pbs.twimg.com/tweet_video_thumb/E9205DHVkAExFHL.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9205DHVkAExFHL.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'BaucKristo', 'name': 'Krith', 'id': '882055683197333506'}]",,,,,,True,0
16081,16081,16081,16081,16081,16260,184,1431271059643412483,1431271059643412483,1630076587000.0,2021-08-27 11:03:07,-400,,"I didnt even know they were from Walmart. My coworker said they were cute, and I looked at the tag and was like  https://t.co/0Obq1Ra9RD",en,[],[],161751398,161751398,lmnoky,Queen Ky👑,5,11,https://twitter.com/lmnoky/status/1431271059643412483,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlcMFXIAAAQIl.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlcMFXIAAAQIl.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"I didnt even know they were from Walmart. My coworker said they were cute, and I looked at the tag and was like",False,23
15254,15254,15254,15254,15254,15424,1362,1431266954589974528,1431226575756931074,1630075608000.0,2021-08-27 10:46:48,-400,,@VictorEleDe La Lola del foc!!!😜😜😜  https://t.co/WM2uahpw5U,es,[],[],363910327,363910327,SusanaAmestoy,SusanaAmestoy,5,10,https://twitter.com/SusanaAmestoy/status/1431266954589974528,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhtIQWYAQNXvi.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhtIQWYAQNXvi.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'VictorEleDe', 'name': 'Madsen', 'id': '956485839286079488'}]",,,,,La Lola del foc!!!😜😜😜,True,4
41532,41532,41532,41532,41532,41945,1753,1431456985418014720,1431406468599791617,1630120915000.0,2021-08-27 23:21:55,-400,,@spicyramen821 @MSNBC No he saved the lives of the congress people his job is to protect. They could have shot every last one of those rioters and I wouldn’t care less #PlayStupidGames #WinStupidPrizes  https://t.co/vD3qLZGJsE,en,"['playstupidgames', 'winstupidprizes']",[],1375253023014973441,1375253023014973441,BlefuscudianV,Blefuscudian Vengeance,5,23,https://twitter.com/BlefuscudianV/status/1431456985418014720,[],['https://pbs.twimg.com/tweet_video_thumb/E92Oie6WQAk7xIy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92Oie6WQAk7xIy.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'spicyramen821', 'name': 'Michael Clayton', 'id': '1409918460910522378'}, {'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': '2836421'}]",,,,,No he saved the lives of the congress people his job is to protect. They could have shot every last one of those rioters and I wouldn’t care less PlayStupidGames WinStupidPrizes,True,31
10705,10705,10705,10705,10705,10820,770,1431231280562200577,1431228553723527171,1630067102000.0,2021-08-27 08:25:02,-400,,@reklamdoden  https://t.co/beo5J2y9Y9,und,[],[],84041894,84041894,johan_bengtsson,Alain Ballain,5,8,https://twitter.com/johan_bengtsson/status/1431231280562200577,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBQnHWQAEtJfg.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBQnHWQAEtJfg.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
39485,39485,39485,39485,39485,39882,1707,1431449755394064388,1431449755394064388,1630119191000.0,2021-08-27 22:53:11,-400,,이짤 앞사람 손 너무 예쁜디...? 보정되서 그런가  https://t.co/Ewqpi8P2PQ,ko,[],[],1375686889236140035,1375686889236140035,croisan_2j,김와상,5,22,https://twitter.com/croisan_2j/status/1431449755394064388,[],['https://pbs.twimg.com/tweet_video_thumb/E92H0AWVQAE6o1t.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92H0AWVQAE6o1t.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,이짤 앞사람 손 너무 예쁜디...? 보정되서 그런가,False,7
31545,31545,31545,31545,31545,31877,1718,1431379670726025222,1431289918341406726,1630102481000.0,2021-08-27 18:14:41,-400,,@PridefuISin You saying I should start this?  https://t.co/SynsY8nKnL,en,[],[],1352358512786075652,1352358512786075652,astrotorino,ًFaZe Theo ,5,18,https://twitter.com/astrotorino/status/1431379670726025222,[],['https://pbs.twimg.com/tweet_video_thumb/E91IOM4WUAAT3-t.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91IOM4WUAAT3-t.jpg,False,0,1,0,,.gif,,,,,,,"[{'screen_name': 'PridefuISin', 'name': 'Pride ♧', 'id': '967148488835428353'}]",,,,,You saying I should start this?,True,6
35660,35660,35660,35660,35660,36024,1863,1431416559998681088,1431416559998681088,1630111276000.0,2021-08-27 20:41:16,-400,,getting more weed tomorrow  https://t.co/c4SGoVVVVn,en,[],[],1345146071081570305,1345146071081570305,jjongIesbian,ً,5,20,https://twitter.com/jjongIesbian/status/1431416559998681088,[],['https://pbs.twimg.com/tweet_video_thumb/E91pxWhUUAA7v-q.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91pxWhUUAA7v-q.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,getting more weed tomorrow,False,4
7967,7967,7967,7967,7967,8058,15,1431208939320795141,1431196177651830784,1630061776000.0,2021-08-27 06:56:16,-400,,@daichan_1984 @K_7_K_N @izuizuizuizu68  https://t.co/24SlpmU3Bl,und,[],[],2381320830,2381320830,DSamanthaTA,サマンサ(得意技:誤字脱字🥺),5,6,https://twitter.com/DSamanthaTA/status/1431208939320795141,[],['https://pbs.twimg.com/tweet_video_thumb/E9ys8H_VEAEmcAD.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ys8H_VEAEmcAD.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'daichan_1984', 'name': '下っ端🐜大ちゃん', 'id': '1083774988514091008'}, {'screen_name': 'K_7_K_N', 'name': 'K', 'id': '1366034157546053634'}]",,,,, 1984  7 K N,True,4
45652,45652,45652,45652,45652,46115,1911,1431481494053208067,1431479794005385219,1630126758000.0,2021-08-28 00:59:18,-400,,"@astefanibays Nada de teimosia, Lady Stefaninha. Tirar a make!  https://t.co/qrh9ZzGCnG",pt,[],[],977209446,977209446,gracejacobina,Princesa Sensata,6,0,https://twitter.com/gracejacobina/status/1431481494053208067,[],['https://pbs.twimg.com/tweet_video_thumb/E92k06PWEAIXnFn.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92k06PWEAIXnFn.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'astefanibays', 'name': 'STÉFANI', 'id': '1116013981511114754'}]",,,,,"Nada de teimosia, Lady Stefaninha. Tirar a make!",True,8
7217,7217,7217,7217,7217,7293,1255,1431176042895405066,1431037017010458624,1630053933000.0,2021-08-27 04:45:33,-400,,@DreaddHellstar Lets gooooooo!  https://t.co/4zTOjXY4Jg,en,[],[],1359386614808518658,1359386614808518658,Sleepy_Puff,Sleepy_Puff,5,4,https://twitter.com/Sleepy_Puff/status/1431176042895405066,[],['https://pbs.twimg.com/tweet_video_thumb/E9yPBaDVQAM-GPy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yPBaDVQAM-GPy.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'DreaddHellstar', 'name': '🔞Dreadd Hellstar (DEBUT 9/13/2021)', 'id': '1202665559709626368'}]",,,,,Lets gooooooo!,True,2
46809,46809,46809,46809,46809,47282,1064,1431499206133354497,1431499030496903174,1630130981000.0,2021-08-28 02:09:41,-400,,Screen record of the hammer in work!  https://t.co/gVYN4sXvIb,en,[],[],1183286164909805568,1183286164909805568,BeveledEdge_,BeveledEdge,6,2,https://twitter.com/BeveledEdge_/status/1431499206133354497,[],['https://pbs.twimg.com/tweet_video_thumb/E9201GUUcAEGmmf.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9201GUUcAEGmmf.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Screen record of the hammer in work!,False,7
49593,49593,49593,49593,49593,50105,1886,1431516349189132294,1431488584364687360,1630135068000.0,2021-08-28 03:17:48,-400,,@ohhaebyeon_____ eeeee 🤣🤣  https://t.co/Z1ZLYbHEoc,und,[],[],1382268175685804038,1382268175685804038,fadoraraa,Fa 🌻,6,3,https://twitter.com/fadoraraa/status/1431516349189132294,[],['https://pbs.twimg.com/tweet_video_thumb/E93EhfLUYAA9za9.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93EhfLUYAA9za9.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ohhaebyeon_____', 'name': '해변 ^^', 'id': '764016560755183617'}]",,,,,      eeeee 🤣🤣,True,2
32466,32466,32466,32466,32466,32802,641,1431403905544503298,1431399115850719234,1630108259000.0,2021-08-27 19:50:59,-400,,@defanta  https://t.co/sh8A73o5BT,und,[],[],240910849,240910849,UKWildcatgal,✨Handbaglvr✨,5,19,https://twitter.com/UKWildcatgal/status/1431403905544503298,[],['https://pbs.twimg.com/tweet_video_thumb/E91eQtuVQAAuXRy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eQtuVQAAuXRy.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,,False,0
2691,2691,2691,2691,2691,2721,703,1431097859626217475,1431097859626217475,1630035292000.0,2021-08-26 23:34:52,-400,, https://t.co/LB9Zxgxltr,und,[],[],75951956,75951956,RickyPasket,Ricky Pasket Official,4,23,https://twitter.com/RickyPasket/status/1431097859626217475,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH6f2XMAorTTY.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH6f2XMAorTTY.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
35837,35837,35837,35837,35837,36203,28,1431435147295997955,1431435147295997955,1630115708000.0,2021-08-27 21:55:08,-400,,Me winning the avi war  https://t.co/S2BPhlMCKA,en,[],[],1353967553153007617,1353967553153007617,C2thaL2thaIGG,MOTIVATION SET CLIGGA,5,21,https://twitter.com/C2thaL2thaIGG/status/1431435147295997955,[],['https://pbs.twimg.com/tweet_video_thumb/E916rJ4XMAAmL5L.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916rJ4XMAAmL5L.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Me winning the avi war,False,5
4198,4198,4198,4198,4198,4244,208,1431145742031212549,1431002132912738312,1630046708000.0,2021-08-27 02:45:08,-400,,@samusalo  https://t.co/xy2LulfysI,und,[],[],971597452854702080,971597452854702080,Cryptic_Oz,AussieOnBoard 🥂and 987 others,5,2,https://twitter.com/Cryptic_Oz/status/1431145742031212549,[],['https://pbs.twimg.com/tweet_video_thumb/E9xzdb2VEAEPh72.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xzdb2VEAEPh72.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
748,748,748,748,748,757,757,1431097854555213824,1431097854555213824,1630035291000.0,2021-08-26 23:34:51,-400,,entiendo que fue al mismo programa a promocionar dgy literalmente semanas atrás pero no le hizo NI UNA pregunta de la canción y ni siquiera la mencionó al menos una vez  https://t.co/qhJq3bIO9Y,es,[],[],1366099152640303110,1366099152640303110,scartissuespos,paloma,4,23,https://twitter.com/scartissuespos/status/1431097854555213824,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH6HiXsAMX5tV.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH6HiXsAMX5tV.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,entiendo que fue al mismo programa a promocionar dgy literalmente semanas atrás pero no le hizo NI UNA pregunta de la canción y ni siquiera la mencionó al menos una vez,False,31
41267,41267,41267,41267,41267,41680,1488,1431457019614023680,1431346134027579401,1630120923000.0,2021-08-27 23:22:03,-400,,@jenmacchiarelli i also love how the packs have different music based on the types of packs so this wnba one had a specific song which was hype! gets me juiced everytime  https://t.co/nalj0aGQFS,en,[],[],1369164872437485572,1369164872437485572,johnjohn5133,JohnJohn,5,23,https://twitter.com/johnjohn5133/status/1431457019614023680,[],['https://pbs.twimg.com/tweet_video_thumb/E92OkcVVQAAM2EB.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92OkcVVQAAM2EB.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'jenmacchiarelli', 'name': 'Jen Macchiarelli', 'id': '20409936'}]",,,,,i also love how the packs have different music based on the types of packs so this wnba one had a specific song which was hype! gets me juiced everytime,True,30
49519,49519,49519,49519,49519,50029,1810,1431516366675214339,1431513089199980556,1630135072000.0,2021-08-28 03:17:52,-400,,@thetruejonwest @DzintraSullivan And proud 😌😈  https://t.co/56YVMTx2DZ,en,[],[],257716376,257716376,JaeMargal,Jae Margal,6,3,https://twitter.com/JaeMargal/status/1431516366675214339,[],['https://pbs.twimg.com/tweet_video_thumb/E93Ei3tVEAEzbEh.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93Ei3tVEAEzbEh.jpg,False,1,1,0,,.gif,,,,,,,"[{'screen_name': 'thetruejonwest', 'name': 'The Jon West', 'id': '1393786884451708931'}, {'screen_name': 'DzintraSullivan', 'name': 'Dzintra Sullivan - Author', 'id': '1687033218'}]",,,,,And proud 😌😈,True,3
48136,48136,48136,48136,48136,48628,409,1431516667717226504,1431516667717226504,1630135144000.0,2021-08-28 03:19:04,-400,, https://t.co/0EKZ5I5H9N,und,[],[],1216091852694261762,1216091852694261762,ileanabotellog1,ileanabotello@gmail.com,6,3,https://twitter.com/ileanabotellog1/status/1431516667717226504,[],['https://pbs.twimg.com/tweet_video_thumb/E93E0U9XIAIvIAa.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93E0U9XIAIvIAa.jpg,False,0,0,0,https://twitter.com/limyueng/status/1431273805893283844,.gif,,,,,,,[],,,,,,False,0
17153,17153,17153,17153,17153,17353,1277,1431270963128188930,1431261580113682432,1630076563000.0,2021-08-27 11:02:43,-400,,@Pouah_1_Gueux  https://t.co/j9a1AgpCVk,und,[],[],235143625,235143625,ObelixNivelles,Msieur Obé,5,11,https://twitter.com/ObelixNivelles/status/1431270963128188930,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlWZ2WUAQlMDa.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlWZ2WUAQlMDa.jpg,False,1,0,0,,.gif,,,,,,,[],,,,, 1 Gueux,False,2
30532,30532,30532,30532,30532,30855,696,1431379781858304000,1431379781858304000,1630102508000.0,2021-08-27 18:15:08,-400,,"@happy_3151 ご参加ありがとうございます😃  結果は… ごめんなさい、ハズレです😢  8/29(日)まで毎日チャレンジ‼️  そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍  詳細▶ https://t.co/8EpjhYCsBA  https://t.co/SKCwKjDTvd",ja,[],[],911047687679516672,911047687679516672,NitoriOfficial,NITORI,5,18,https://twitter.com/NitoriOfficial/status/1431379781858304000,['https://bit.ly/3zGXunA?t=1630102508197'],['https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ywoRZXsAANAHM.jpg,False,0,0,0,,.gif,,,,,,,[],,,,," 3151 ご参加ありがとうございます😃 結果は… ごめんなさい、ハズレです😢 8/29(日)まで毎日チャレンジ‼️ そして！ Instagramでも同時開催中🌈 フォローしてキャンペーン投稿をいいねすると、ニトリ商品券2,000円分が抽選で当たる😍 詳細▶",False,9
24879,24879,24879,24879,24879,25152,1021,1431338315383558145,1431338315383558145,1630092622000.0,2021-08-27 15:30:22,-400,,Omg this aged  https://t.co/zT6jQnoTrZ,en,[],[],1199315637962711040,1199315637962711040,Nickimarajguys,OLIVER (not affiliated with nicki nor her team),5,15,https://twitter.com/Nickimarajguys/status/1431338315383558145,[],['https://pbs.twimg.com/tweet_video_thumb/E90im5KWYAE1UtL.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90im5KWYAE1UtL.jpg,False,1,0,0,https://twitter.com/selenateors/status/1279093022681169921,.gif,,,,,,,[],,,,,Omg this aged,False,3
49423,49423,49423,49423,49423,49932,1713,1431516385507696640,1431472496180662273,1630135077000.0,2021-08-28 03:17:57,-400,,@fernand90422479 Nando ... 🤦‍♀️🤦‍♀️🤦‍♀️🤣🤣🤣  scusami! 🙏🙏🙏😘  https://t.co/riQae88UxG,it,[],[],1334247095067348992,1334247095067348992,Roberta99596534,Roberta,6,3,https://twitter.com/Roberta99596534/status/1431516385507696640,[],['https://pbs.twimg.com/tweet_video_thumb/E93Ej5HXoAAQibZ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93Ej5HXoAAQibZ.jpg,False,1,1,0,,.gif,,,,,,,"[{'screen_name': 'fernand90422479', 'name': 'Nando 🔴⚫️🔴⚫️', 'id': '1357339299784499200'}]",,,,,Nando ... 🤦‍♀️🤦‍♀️🤦‍♀️🤣🤣🤣 scusami! 🙏🙏🙏😘,True,5
9506,9506,9506,9506,9506,9607,1564,1431208682419892225,1431001479113019398,1630061715000.0,2021-08-27 06:55:15,-400,,@ReportsDaNews Remember when the only ISIS was the company owned by Archer's mother?  I do.  https://t.co/1sjdi0LcnK,en,[],[],2541682103,2541682103,GedyeGedi,Gedi Gedye,5,6,https://twitter.com/GedyeGedi/status/1431208682419892225,[],['https://pbs.twimg.com/tweet_video_thumb/E9yss8AX0AAy58o.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yss8AX0AAy58o.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ReportsDaNews', 'name': 'TheSadTruth💙', 'id': '1197209917972762625'}]",,,,,Remember when the only ISIS was the company owned by Archer's mother? I do.,True,14
17273,17273,17273,17273,17273,17474,1398,1431270953514852359,1431270953514852359,1630076561000.0,2021-08-27 11:02:41,-400,, https://t.co/LpiUXaFh6e,und,[],[],796795156330610689,796795156330610689,H6RR6RSH6W,𝕳𝟔𝖗𝖗𝟔𝖗𝖘𝖍𝟔𝖜 ❼,5,11,https://twitter.com/H6RR6RSH6W/status/1431270953514852359,[],['https://pbs.twimg.com/tweet_video_thumb/E9W6C7MWEAYn0Gw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9W6C7MWEAYn0Gw.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
19660,19660,19660,19660,19660,19882,1793,1431287778378145798,1431287778378145798,1630080573000.0,2021-08-27 12:09:33,-400,,"Please join me in wishing one of the finest gentlemen I know Mr @UsmanAlly a Very Happy Birthday! Tavalodet Moborak Jenab, may the next year bring you and your beautiful family nothing but love, joy, and good health. Hope you have an amazing day brother  https://t.co/1VEEUdoFXZ",en,[],[],40031962,40031962,BarzinAkhavan,Barzin Akhavan,5,12,https://twitter.com/BarzinAkhavan/status/1431287778378145798,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0pXHWUAcEKe5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0pXHWUAcEKe5.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"Please join me in wishing one of the finest gentlemen I know Mr a Very Happy Birthday! Tavalodet Moborak Jenab, may the next year bring you and your beautiful family nothing but love, joy, and good health. Hope you have an amazing day brother",False,44
48340,48340,48340,48340,48340,48834,615,1431516622733209607,1431516622733209607,1630135133000.0,2021-08-28 03:18:53,-400,,parang hindi ko kakayanin solo fancam ni sunwoo  https://t.co/yZMazvJRjf,tl,[],[],1306839385560678400,1306839385560678400,kwoncart,paw,6,3,https://twitter.com/kwoncart/status/1431516622733209607,[],['https://pbs.twimg.com/tweet_video_thumb/E93ExrAVQAUh-CP.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93ExrAVQAUh-CP.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,parang hindi ko kakayanin solo fancam ni sunwoo,False,8
36840,36840,36840,36840,36840,37219,1044,1431435011438231555,1431434221059411972,1630115676000.0,2021-08-27 21:54:36,-400,,@strwbsoob BEOMGYU  https://t.co/wNGRSrYHv9,hu,[],[],1409290029856215042,1409290029856215042,iIovnyu,rue cat,5,21,https://twitter.com/iIovnyu/status/1431435011438231555,[],['https://pbs.twimg.com/tweet_video_thumb/E916jSLVEAY7bYw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916jSLVEAY7bYw.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'strwbsoob', 'name': '✿', 'id': '1278865933876879361'}]",,,,,BEOMGYU,True,1
32832,32832,32832,32832,32832,33171,1010,1431403859906334724,1431403859906334724,1630108249000.0,2021-08-27 19:50:49,-400,, https://t.co/pBoHamGrEF,und,[],[],1311731712855072768,1311731712855072768,dragon3rach4,helen~e /⚡️ SILENT CRY,5,19,https://twitter.com/dragon3rach4/status/1431403859906334724,[],['https://pbs.twimg.com/tweet_video_thumb/E91eODlWUAMg3M1.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eODlWUAMg3M1.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
12703,12703,12703,12703,12703,12844,787,1431244615386943488,1431244615386943488,1630070282000.0,2021-08-27 09:18:02,-400,, https://t.co/4ssQRRflwO,und,[],[],1102715180083949568,1102715180083949568,jianncaranagan,j️iann,5,9,https://twitter.com/jianncaranagan/status/1431244615386943488,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNYqRVIAgCsg2.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNYqRVIAgCsg2.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,,False,0
25027,25027,25027,25027,25027,25300,1169,1431338299399053314,1431303705555619847,1630092618000.0,2021-08-27 15:30:18,-400,,@TaylorRMarshall @YouTube  https://t.co/CKmVBXutzP,und,[],[],1011769292105420800,1011769292105420800,ApellonDigital,Apellon Innovative,5,15,https://twitter.com/ApellonDigital/status/1431338299399053314,[],['https://pbs.twimg.com/tweet_video_thumb/E90imErWQAMT_G_.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90imErWQAMT_G_.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'TaylorRMarshall', 'name': 'Dr Taylor Marshall™️', 'id': '19738104'}]",,,,,,True,0
6030,6030,6030,6030,6030,6098,60,1431176302644629504,1431120861549969409,1630053995000.0,2021-08-27 04:46:35,-400,,@No_Bore_Dom  https://t.co/FwRh5sJZ3B,und,[],[],1106252012583309312,1106252012583309312,LettiePepper,MrsP.,5,4,https://twitter.com/LettiePepper/status/1431176302644629504,[],['https://pbs.twimg.com/tweet_video_thumb/E9yPQdiXMAAMWHa.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9yPQdiXMAAMWHa.jpg,False,0,0,0,,.gif,,,,,,,[],,,,, Bore Dom,False,2
46761,46761,46761,46761,46761,47234,1016,1431499217797885952,1431402877843648517,1630130984000.0,2021-08-28 02:09:44,-400,,@bonbunss Fire Emblem Thicc-ie! ❤  https://t.co/fvxu7ENNUg,en,[],[],390318740,390318740,JD_Eblin,Hen-Tie 🔞,6,2,https://twitter.com/JD_Eblin/status/1431499217797885952,[],['https://pbs.twimg.com/tweet_video_thumb/E9208t8WEAEFfL1.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9208t8WEAEFfL1.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'bonbunss', 'name': 'mizu 🐰', 'id': '715772842508468224'}]",,,,,Fire Emblem Thicc-ie! ❤,True,4
